comment_id,youtube_id,username,comment,rule_sentiment,rule_sentiment_updated,date (month ago),crawl date,anggaran tarikh komen crawl - date,,
C130,V005,@Brickzie,Malaysia is looking to become the Switzerland of Asia. Neutral yet powerful economically and geopolitically by playing a crucial role in technology such as The Netherlands with ASML. Question is how many Malaysians will be left once the transition is done?,Positive,Positive,8,10/7/2025,,,
C131,V005,@MultiWorld2000,"Yes  ,he is one of candidate for Malaysia future Prime Minister,but is he physically fit ?And a good leader not only intelligent but must be able to speak fluently and clearly!",Positive,Neutral,8,10/7/2025,,,
C132,V005,@secretserviceinc,Cool minister ever ,Positive,Positive,8,10/7/2025,,,
C133,V005,@alifridzo1820,Future Prime Minister..,Positive,Positive,8,10/7/2025,,,
C134,V005,@kcw3733,"1. Don't punish the hardworking and wealthy
2. Don't reward laziness for votes
3. Remove institutional racism
4. Transparent politics and media

Simple baby steps to take before we can claim to be well",Positive,Neutral,8,10/7/2025,,,
C135,V005,@syahmiqawiem,Should just implement back gst. Much efficient and win-win to everyone and easier to detect tax evasion,Positive,Neutral,8,10/7/2025,,,
C136,V005,@hazarddavid6987,Congrats to those who voted for him...,Positive,Positive,6,10/7/2025,,,
C137,V005,@bumihijau5670,Just introduce GST at low  % eg 3% will be good enough and will not affect  so much and yet can reduce the debt,Positive,Neutral,8,10/7/2025,,,
C138,V005,@roza1069,Awesome RR.. the best Evonomic Minister,Positive,Positive,8,10/7/2025,,,
C139,V005,@patrickgz,jangan abaikan penggunaan open source RISC-V yang makin matang,Positive,Neutral,4,10/7/2025,,,
C140,V005,@lastChang,"Malaysia benefits from Western big tech companies.
Malaysian entities need to avoid secondary sanctions from the West by not helping Chinese firms evade AI restrictions on China.",Positive,Positive,8,10/7/2025,,,
C141,V005,@icphubsingapore,Datacentres help reduce the digital deficit that most countries in SE Asia have against Big Tech,Positive,Positive,8,10/7/2025,,,
C142,V005,@shamshulothman1700,Malaysia has a lot of capacity petroleum chemical semicon hotels the only problem the demand is not synchronized. Just like 3rd quarter semicon faltered crude slowed down. Next year going to be worse,Positive,Positive,8,10/7/2025,,,
C143,V005,@chuyenpham3336,Greattttt,Positive,Positive,8,10/7/2025,,,
C144,V005,@Pinogrigiof,philippines can only dream to have this kind of clout,Positive,Positive,8,10/7/2025,,,
C145,V005,@ArabicReja973,Malaysia has lots of oil reserve in the South China Sea within its EEZ. But China ???? doesn't let Malaysia explore. Anwar said he has no problem with China.,Positive,Neutral,8,10/7/2025,,,
C146,V005,@Woo-b9l,"Hutang negara maha besar dan RM 50 billions interest kena bayar pada waktu yang ditetapkan. Rakyat belum sedar kerajaan telah withdraw kewangan masa depan mereka selama berpuluh puluh tahun. Sekira ekonomi dunia terbuntut, masa depan generasi akan terancam.",Positive,Neutral,6,10/7/2025,,,
C147,V005,@theone8189,"Is ""Inflation Reduction Act"" in America not subsidies with fancy term? body-blue-raised-arms",Positive,Neutral,8,10/7/2025,,,
C148,V005,@sflxn,These growth targets seem to be very unrealistic given that Malaysia is maturing as an economy.,Positive,Positive,8,10/7/2025,,,
C149,V005,@ccyap39629,PAS and GISBH be like: Cakap Melayu lah!!,Negative,Negative,8,10/7/2025,,,
C150,V005,@jonathanng138,Boycott American Semi Conductors ????,Negative,Neutral,8,10/7/2025,,,
C151,V005,@ccgoh100,There are many better persons to be interviewed than the king of formula..??,Positive,Neutral,8,10/7/2025,,,
C152,V005,@JackSparrow-gm8fo,"Mr Rafizi has observed in a separate platform that the biggest concern about the removal of a blanket subsidy and implementing a targeted subsidy for RON95 at 85pct of the population is another round of price hikes leading to inflation. ìWe might face a public backlash and are prepared for choppy waters aheadî, he said. Unless Mr Rafizi can ensure that only the 15pct who are losing the fuel subsidy are affected by the price increase and inflation, what benefit then does this exercise bring for the man in the street? Does the governmentís report card of saving MYR8 billion from what is actually the peopleís wealth from petroleum and making it even more difficult to put food on the table the way a Madani government works? Where is this MYR8 billion going to anyway? To fight inflation? In the final analysis the people are made suckers once again. As Scrooge said, these so-called cost saving measures are nothing but ìBah! Humbug!î",Positive,Positive,8,10/7/2025,,,
C153,V005,@adamirmn_,Rafizi terbaik!Pakar formula kita??,Positive,Positive,8,10/7/2025,,,
C154,V006,@sagabeji4780,"Hanya pandai bercakap sindir menyindir, sembang kedai kopi, tak pandai berdebat si budak PAS itu, amat memalukan.",Negative,Negative,12,10/7/2025,,,
C155,V006,@labe1701,"Pilihan RR menjadi Menteri Ekonomi adalah pilihan terbaik. Cara beliau menutup hujah luar biasa, mantap.",Positive,Positive,12,10/7/2025,,,
C156,V006,@TumiTv2829,Rafizi ni bijak sejak zaman sekolah lagi...banyak debat2 dia join...Kerja di Petronas lagi... Kasihan dia banyak kali dikecam..sedangkan apa yang dia buat ni untuk negara kita.,Positive,Neutral,12,10/7/2025,,,
C157,V006,@realozil6140,Sy neutral...tapi dalam debate ni sy nampak siapa yang lebih berpengetahuan dalam menentukan hala tuju ekonomi Malaysia. Rafizi jauh lebih baik!,Positive,Neutral,12,10/7/2025,,,
C158,V006,@Pendekar.Melayu,"Aku org teganu..family aku ialah walaun2 kuat pas..ckp apa pun ayah aku akan ckp ìpangkah bulanî..Padahal dsai dh bg & tambah mcm2 bantuan utk org2 miskin amnya petani mcm ayah aku..hmm sedih aku, lgsg xnak perubahan..sampai bila nk jd walaun pas padahal perubahan dlm hidup lgsg tiada..duk di takuk yg sama saja..ekonomi pas memang tak reti tadbir..tengok saja negeri2 pas tadbir, Allahurabbi..lepas tu cuba tengok level org paling bijak dlm pas berdebat..duk pusing pusing pusing, baca mcm buat presentation assignment, homework & kajian pun tak buat, fakta kelaut..ini level org paling bijak dlm Pas? Satu je nk cakap..kalau PN mentadbir, mereka akan ambil jalan mudah dgn berhutang lg demi tutup sementara kemarahan rakyat tanpa disertakan dgn idea & jln keluar setiap masalah ekonomi amnya..hancur generasi anak cucu kita akan terpaksa bayar tax tinggi kpd kerajaan demi nak cover hutang yg mereka buat dulu..",Positive,Neutral,12,10/7/2025,,,
C159,V006,@t4m90i,"Kesimpulannya, pemenang debat ni: 1. Rafizi 2. Moderators 3. Penonton",Positive,Neutral,12,10/7/2025,,,
C160,V006,@thetruthandonlythetruth8422,Saya penyokong PN tapi nasib baik saya tonton perdebatan ini !,Positive,Neutral,12,10/7/2025,,,
C161,V006,@vivovivere9858,org berilmu vs orang yg hanya tahu bercakap mcm d kedai kopi. bygkan org yg bercakap d kdai kopi ni adlh yg pling bijak dlm pas. selain dr dia kta bleh pkir standard ilmu mrka perintah kelantan selama ni.??,Positive,Neutral,12,10/7/2025,,,
C162,V006, @christan6700,"Syahir Memang tinggal Jauh belakang dari semua aspek kalau dibandingkan dengan Rafizi yg lebih berilmu dan tepat boleh menjawab semua soalan tanpa putar belit dan main isu politik, Inilah bezanya yg jelas antara wakil rakyat PAS/PN dengan PH, harap rakyat boleh sedar dan pilih demi masa depan anak cucu dan negara",Positive,Neutral,12,10/7/2025,,,
C163,V006,@ngbenjamin6045,Menyedihkan apabila debat dengan sebuah tin kosong... I can feel you bro RR,Negative,Neutral,12,10/7/2025,,,
C164,V006,@francisjostim4660,"Saya rindukan pembangkang yg menjadi kerajaan sekarang ni....pembangkang mesti mengeluarkan idea yg bernas, pembaharuan dan cara melaksanakannya....terbaik RR....berkhidmatlah dgn ikhlas dan jujur",Positive,Positive,12,10/7/2025,,,
C165,V006,@baharbahar3884,"YB Rafizi amat jelas dalam menerajui ekonomi negara untuk mencapai kejayaan dimasa depan,wakil PAS tidak mampu berdebat dengan jelas dan terbaik .",Positive,Neutral,12,10/7/2025,,,
C166,V006,@MatSaleh-rz8dh,Dasar ekonomi yg dibentangkan oleh yb shahir tidak mewakili pendirian pas dan pn ..pemimpin2 mereka xpernah sebut idea ekonomi baru sebalik lebih cendrong kepada tebuk atap.,Positive,Neutral,12,10/7/2025,,,
C167,V006,@ASA-xf1bg,Gila RR punya time control....sharp padu...,Positive,Positive,12,10/7/2025,,,
C168,V006,@alwanighazali,Menggunakan Bahasa Malaysia secara penuh. Hujjah yang kemas dan isi yang bernas. YB Rafizi layak dipuji.,Positive,Positive,12,10/7/2025,,,
C169,V006,@OKV3779,"YB syahir, dia berdebat ke membaca? Lepas tu bercerita pula, ni sesi berdebat la, kena jawab soalan berdasarkan fakta..buang masa jer la..ceramah ke debat ni? Hahaha??. Tak layak lwn Menteri Ekonomi.",Negative,Negative,12,10/7/2025,,,
C170,V006,@mykejaxon9334,"?? Rafizi terangkan dan jelaskan satu per satu dasar dan model Ekonomi MADANI, Syahir hanya kitar semula tetapi hakikatnya, dia setuju dengan dasar dan model tersebut, cuma tukar ayat sahaja. ?? Syahir bentangkan teras-teras Ekonomi Nasional tapi tak huraikan dan memberikan contoh untuk setiap teras tersebut dengan jelas. Sebut satu teras, kemudian huraikan dan kaitkan dengan Anwar, Najib, perasuah, penyamun, ayah, anak, arak, judi, nepotisma, hadis, binatang-binatang seperti gajah, kancil, kambing dan anai-anai yang langsung tiada kena-mengena dengan ekonomi. Ia seperti ceramah politik murahan di kampung-kampung. Pelabur-pelabur tidak mahu tahu tentang jenis-jenis binatang yang ada di Malaysia, mereka nak tahu dasar dan polisi yang jelas supaya mereka boleh membuat keputusan untuk melabur di negara ini. Rafizi bentangkan soal gaji rakyat dan kaitkan dengan ekonomi dan kos sara hidup. Sangat jelas untuk faham berserta data dan fakta. Syahir tidak membentangkan apa-apa data untuk buktikan hujah dia sedangkan dia boleh tengok di laman web DOSM secara PERCUMA dan huraikan supaya rakyat nampak bahawa terdapatnya data untuk menyokong segala hujah dia tapi malangnya tiada. Rafizi jawab segala soalan moderator dan Syahir, manakala Syahir tidak menjawab soalan Rafizi dan moderator. Moderator tanya lain, dia jawab lain. Sama seperti Hadi Awang. Wartawan tanya pasal ekonomi, dia jawab pasal kisah nabi yang langsung tiada kena-mengena. Tukang angkat beg Hadi Awang pun turut amalkan perkara yang sama. ? Kesimpulannya, jelas bahawa negara kita sedang berada di landasan yang BETUL di bawah Kerajaan MADANI dan Rafizi adalah orang yang TEPAT dalam menguruskan hal ehwal ekonomi di negara kita kerana beliau mempunyai segala pelan, dasar dan polisi ekonomi yang jelas. Tiada nama binatang disebut di dalam hujah beliau sebaliknya, 100% fokus kepada ekonomi sahaja. Syahir? Hanya mampu sembang politik murahan, auta lebih, kurang membaca dan tiada ilmu pengetahuan mengenai ekonomi. Rakyat boleh nilaikan kualiti hujah-hujah mereka berdua dengan mudah kecuali walaun-walaun yang hanya bersorak dan tepuk tangan walaupun tak faham apa-apa, janji boleh komen, 'Syahir terbaik!' di TikTok LIVE.",Positive,Neutral,12,10/7/2025,,,
C171,V006,@dradam4983,Soalan kedua Shahir - Rafizi menjawab dengan berhemah.. inilah bentuk jawapan sesuai dengan title seorang Menteri.. TAHNIAH..,Positive,Positive,12,10/7/2025,,,
C172,V006,@insanulariefmokhtar3096,"Debat ni bukan pendebat saja kena berkualiti, pendengar pon kena ada kualiti jugak",Positive,Neutral,12,10/7/2025,,,
C173,V006,@abutalibabdrahman4575,Alhamdulilah - terbaik YBM Rafizi berjaya mematahkan 'keangkuhan' anak muda yg boleh merosakan keseluruhan sistem yang telah diguna pakai!.,Positive,Neutral,12,10/7/2025,,,
C174,V006,@vijayhifijourney1515,"Syabas Menteri Ekonomi, well deserve to be in that position. Malang Sanusi atau Midin atau Azmin takut nak join debat dgn Rafizi",Positive,Neutral,12,10/7/2025,,,
C175,V006,@ipkchannel,"Rafizi bukan setakat berdebat tetapi berkongsi ilmu ekonomi yg mampan, nyata sekali Rafizi jauh kelas berbanding Shahir namun tetap solute kerana berani.",Positive,Positive,12,10/7/2025,,,
C176,V006,@nakhodaragam2538,Pemimpin PH penuh berilmu berfakta dan punya misi dan visi yg jelas dalam memacu ekonomi dan nasib rakyat. Pemimpin PH bukan sahaja bercakap kosong tetapi ia bermula dari sejarah perjuangan dari jalanan bersama denyut nadi rakyat.,Positive,Neutral,12,10/7/2025,,,
C177,V006,@raufLegaxy,"Saya baru tgk sesi debat ni......pada mula2 ayat dan kata2 aluan pon.....Shahir ni seolah2 kurang sopan dgn rakan debat dan tidak study apa yang berlaku sebenarnya. Seolah2 main hentam tanpa bukti dan hanya membaca. Teruskan PH, terbaik YB Rafizi. Teruskan buat perkara yang baik, biarkan langau2 berbunyi krn otak dan fikiran masing2 berlainan. Hanya yang berfikir dgn baik dan panjang akan faham keadaan malaysia hari ini. Teruskan bangunkan malaysia semula. Saya tahu bukan setahun, mungkin bertahun utk bangun, sy sbg rakyat malaysia menyokong kerajaan PHBN kerajaan perpaduan.",Positive,Neutral,12,10/7/2025,,,
C178,V006,@ramlahharun8632,"Komen2 yg sokong Syahir ni pun ntah apa2.Klu tu lah tahap pemikiran pimpinan PAS,kita tau lah tahap penyokong mereka.",Negative,Negative,12,10/7/2025,,,
C179,V006,@florence526,"Sebelum mula debat, shahir sudah kecam rafizi konon gajah dgn sang kancil. Kalau macam ini kenapa hendak setuju berdebat? Shahir ini berdebat ke? Asyik kecam kerajaan berfitnah. Kalau PN ini dapat memimpin kerajaan lagi, tak tahu lah apa akan terjadi kpd Negara kita.. Siapa yg meningkatkan hutang 1.5 trilion, siapa penerima rasuah? Sehingga menantu lari luar negara!!!",Negative,Neutral,12,10/7/2025,,,
C180,V007,@johnlittle2303,"Malaysia is an outlier, and faster growth in two decades is a humble compliment.. proud to hear that",Positive,Positive,12,10/7/2025,,,
C181,V007,@alexong4359,Only now Malaysia has someone who is capable to lead the country,Positive,Positive,12,10/7/2025,,,
C182,V007,@SCKT1980,"Just imagine if our country were governed by the wrong side, lol... Surely wont have a chance to see such a brilliant Minister being interviewed.",Positive,Positive,12,10/7/2025,,,
C183,V007,@yusobmdtasir3223,Adakah ada pemimpin PN yg boleh menjawab soalan tentang ekonomi spt Rafizi semasa diwawancara di atas pentas tanpa bahan rujukan?,Positive,Neutral,12,10/7/2025,,,
C184,V007,@hairizwan2912,"A Bloomberg LIVE interview, the scope of questions were very wide, some answers were good, some were excellent. Good job, he did not make a fool of himself and embarrass the country. Well done RR",Positive,Positive,12,10/7/2025,,,
C185,V007,@cicilegend4719,Insyallah Malaysia ade masa depan yang baik,Positive,Positive,12,10/7/2025,,,
C186,V007,@scaleartsg,Malaysia has great potential; good leadership is key to economic success,Positive,Positive,12,10/7/2025,,,
C187,V007,@johnjinau1343,For a first timer as economic minister..interview by bloomberg!malaysian very proud of you sir!you rare species!we are blessed to hv a person like u!,Positive,Positive,12,10/7/2025,,,
C188,V007,@xxteh_doctorxx7996,"an economic minister that Malaysia deserve. brilliant, smart and articulate.",Positive,Positive,12,10/7/2025,,,
C189,V007,@shahhussein9621,"This type of calibre minister we need to move forward for Malaysia, This are the next generation leader to lead the country.",Positive,Positive,12,10/7/2025,,,
C190,V007,@noramilia,This interview inspired me to work hard for my career. Somehow i feel this nation is in great hands when we have ministers like this to work for us. Thank you.,Positive,Positive,12,10/7/2025,,,
C191,V007,@nithes05,"Challenging questions tamed by very comprehensive answers by RR showcasing Malaysia's financial focus and new economic strategies while at the same time letting the audience know just how strategic Malaysia is in terms of geography, culture and trade routes.",Positive,Positive,12,10/7/2025,,,
C192,V007,@skumar01_,"Finally, we have someone credible and capable as an Economic Minister. God bless the new government and Malaysia",Positive,Positive,12,10/7/2025,,,
C193,V007,@chongmowlim5608,"Finally, we have a minister with caliber sitting in the right portfolio",Positive,Positive,12,10/7/2025,,,
C194,V007,@jusvinderkaur7137,Not too bad ...very knowledgeable. Well done YB Rafizi,Positive,Positive,12,10/7/2025,,,
C195,V007,@ChristinaTeoLiCheng,Terbaik Saudara Rafizi,Positive,Positive,12,10/7/2025,,,
C196,V007,@nazirulakmal9256,"This is a golden age once again that we have been waiting for, with a very capable minister, Malaysia can once again dominate ASEAN.",Positive,Positive,12,10/7/2025,,,
C197,V007,@niktajuddin9546,"RR is a better choice to represent Malaysia in next year Davos World Economics Forum , he knows the subject matter better and articulate in the presentation. No over promises and sugar coated words.",Positive,Positive,12,10/7/2025,,,
C198,V007,@jasasyrah2012,"Great speech with experiences, skills and knowledgeble",Positive,Positive,12,10/7/2025,,,
C199,V007,@zazman3391,"Haslinda seems to be very confident in posting follow up questions to RR, so RR must be more focus in his answersÖ.",Positive,Neutral,12,10/7/2025,,,
C200,V007,@hslai6712,"Rafizi Ramli has done a superb job on this interview on the world-stage such as this Qatar Economic Forum, responding very well to all interview questions and explaining Malaysia's trade and economic policies and implementation approach. Hope Malaysia's economy will continue to growth strategically and significantly, led by the new unity government driven by more capable leaders such as RR! Syabas!",Positive,Positive,12,10/7/2025,,,
C201,V007,@sengwattong1113,All good with the questions and answers. Well done YB Rafizi. Hope Bloomberg will arrange with the opposition economy minister for interview.,Positive,Positive,12,10/7/2025,,,
C202,V007,@johnchin5764,Bravo Mr. Rafizi. Speaking without a script.,Positive,Positive,12,10/7/2025,,,
C203,V007,@SeHeRel,"this is the different in-term of knowledge and experience betweek Rafizi and previous Ex Economic Ministry Azmin...not sure if Azmin was able sitting there and answers those questions with fact. Well done Rafizi, you're the right man for new Malaysia now moving forward.",Positive,Positive,12,10/7/2025,,,
C204,V007,@secrets.295,"Not the most eloquent talker, but I like his work. He is a go getter and he do the work more than he talks",Positive,Positive,12,10/7/2025,,,
C205,V007,@livingroomhome708,Quality leader which not many people can see over just give money directly to people.,Positive,Positive,12,10/7/2025,,,
C206,V007,@romliahmadabdulnadzir1607,"Dianggarkan 2.9% pada 2023 dan 3.4% pada 2022. Ini juga akan menjejaskan prestasi ekonomi Malaysia...kerajaan sedar bahawa ia perlu bersedia untuk menghadapi persekitaran ekonomi yang lebih sukar. "" Rafiz menyebut rancangan ekonomi kerajaan Malaysia seterusnya akan memfokuskan kepada dua isu utama iaitu kenaikan kos sara hidup dan sama ada pendapatan rakyat berkadar terus dengan kenaikan harga. ""Kementerian Ekonomi telah menjadikan kedua-dua perkara ini sebagai fokus penambahbaikan dasar ekonomi negara dan rancangan ekonomi rakyat serta penyelarasan pelaksanaan. Dasar berkaitan gaji rakyat akan dikemukakan kepada Majlis Tindakan Ekonomi Negara yang dipengerusikan oleh Perdana Menteri Anwar untuk diselaraskan. ekonomi negara. dasar untuk mencapai sasaran pertumbuhan gaji yang komprehensif untuk semua kumpulan pekerja."" Menurut laporan, mesyuarat pertama Majlis Tindakan Ekonomi Negara Malaysia dijadualkan diadakan pada Mac tahun ini. Kementerian Hal Ehwal Ekonomi juga akan melancarkan pelan ""Inisiatif Pendapatan Rakyat"" pada 26 Februari ini yang bertujuan meningkatkan pendapatan rakyat bagi mengejar kenaikan harga. Sasaran pertama rancangan itu ialah golongan tersangat miskin dan berpendapatan terendah iaitu 40% daripada rakyat di negara ini. Rancangan ekonomi yang dilancarkan oleh ramai perdana menteri selepas itu, termasuk Najib dan Ismail Sabri, juga bertujuan menjadikan Malaysia sebuah negara berpendapatan tinggi.",Positive,Neutral,12,10/7/2025,,,
C207,V007,@yeehimwong8810,"Iím so inspired by RR, just like I have so much hope on DSAI. They have not disappointed me so far.",Positive,Neutral,12,10/7/2025,,,
C208,V007,@riszwanmohd3753,RR full of confident....steady and style,Positive,Positive,12,10/7/2025,,,
C209,V007,@123-b7b4c,"Since Penang already contributed so much in semiconductor industry, the federal gov seriously need to pump more resources in Penang so that Penang can move up our value chain to fabrication with the strong foundation of semiconductor industry at Penang in the past 50 years.",Positive,Neutral,12,10/7/2025,,,
C210,V007,@joserichiemaxiance,That's my Economy Minister right there,Positive,Neutral,12,10/7/2025,,,
C211,V007,@newjourney9220,Imagine interview the former Economics minister under PN,Positive,Neutral,12,10/7/2025,,,
C212,V007,@romliahmadabdulnadzir1607,"KUALA LUMPUR, 29 March 2019: Bank Negara Malaysia is expected to grow by 4.0% to 5.0% in 2023 amidst the challenges posed by slowing global economic growth, amid strong domestic demand.",Positive,Neutral,12,10/7/2025,,,
C213,V007,@kenosalleh1838,Rafizi org yang tepat sebagai menteri ekonomi,Positive,Positive,12,10/7/2025,,,
C214,V007,@asrie1234,Our Malaysian Economic New Minister,Positive,Neutral,12,10/7/2025,,,
C215,V007,@mohmeegaik6686,Syabas YB Rafizi. So proud of you in representing Malaysia. Syabas.,Positive,Positive,12,10/7/2025,,,
C216,V007,@winli3901,"This Malaysian BOLEH!!!!!!!!!!Good Job, Well Done!!!!!",Positive,Positive,12,10/7/2025,,,
C217,V007,@jennykan3092,He is educated in MCKK?,Positive,Neutral,12,10/7/2025,,,
C218,V007,@jennykan3092,He speaks very good English.,Positive,Positive,12,10/7/2025,,,
C219,V008,@AhlingLing-v8i,Tq My fern,Positive,Neutral,12,10/7/2025,,,
C220,V008,@AhlingLing-v8i,Papa ????????????,Positive,Neutral,12,10/7/2025,,,
C221,V008,@minghengtan,"Big DreamsÖ I hope for successÖ tapi RM1billion tak cukup bangÖ 1% of MSFT capex is approx USD800,000,000. Please please avoid leakages, allow audit to be standalone and independent from management ",Positive,Neutral,12,10/7/2025,,,
C222,V008,@Abby_wxyz,??????,Negative,Neutral,12,10/7/2025,,,
C223,V008,@morbid747,Meanwhile PAS is telling everyone to dig a well in Kelantan because they couldn't provide clean water.,Positive,Positive,12,10/7/2025,,,
C224,V008,@stormycoffee,All the best malaysia is conquering the world with chips ??,Positive,Neutral,12,10/7/2025,,,
C225,V008,@mohdnasha3025,"Made by malaysia idea from DSRR, ayat pertama dlm export import brg keluaran negara, ",Positive,Positive,12,10/7/2025,,,
C226,V008,@MOHAMMADARIFBINCHEKAMARUDDINJA,Rancak dengan Madani.,Positive,Neutral,12,10/7/2025,,,
C227,V008,@wanderamanwandaud4826,DSDRAI PMX ,Positive,Neutral,12,10/7/2025,,,
C228,V008,@forytube4998,60% kuota untuk bumiputera ??,Positive,Neutral,12,10/7/2025,,,
C229,V008,@mr.k2921,Before GE: Kita cari Azam Baki After GE: I dont think thats what I said ????????,Negative,Neutral,12,10/7/2025,,,
C230,V008,@lokithor83,"INILAH BUKTINYA PH SETAKAT SEMBANG KENCANG, TIME KERJA MMG AKAN BUAT MCM LAHANAT. Setakat bg duit 1 billion RM kat ARM utk cip AI tak sama dgn wujudkan ekosistem AI dari ""bottom up"" dlm negara. Ini sure akan jd GAJAH PUTIH nnt mcm PADU dan projek2 vending machine depa.",Negative,Negative,12,10/7/2025,,,
C231,V008,@khalidjj05,Menteri ini paling rakyat suka krn sangat JUJUR BERJANJI DEMI RAKYAT. ,Positive,Positive,12,10/7/2025,,,
C232,V008,@Horse-y9y,"JUST WAIT AND SEE WHAT HAPPEN, WHAT ON EART MALAYSIA, AMERICA ALREADY SANCTION UK ABOUT THIS ISSUE???????????????? MALAYSIA TAKE IT...",Negative,Neutral,12,10/7/2025,,,
